Year,CountyID,State,County,Median Income
1989,MultnomahOR1989,OR,Multnomah,26778
1990,MultnomahOR1990,OR,Multnomah,.
1991,MultnomahOR1991,OR,Multnomah,.
1992,MultnomahOR1992,OR,Multnomah,.
1993,MultnomahOR1993,OR,Multnomah,29759
1994,MultnomahOR1994,OR,Multnomah,.
1995,MultnomahOR1995,OR,Multnomah,34966
1996,MultnomahOR1996,OR,Multnomah,.
1997,MultnomahOR1997,OR,Multnomah,38225
1998,MultnomahOR1998,OR,Multnomah,40038
1999,MultnomahOR1999,OR,Multnomah,40608
2000,MultnomahOR2000,OR,Multnomah,43153
2001,MultnomahOR2001,OR,Multnomah,42422
2002,MultnomahOR2002,OR,Multnomah,41553
2003,MultnomahOR2003,OR,Multnomah,41781
2004,MultnomahOR2004,OR,Multnomah,42334
2005,MultnomahOR2005,OR,Multnomah,43055
2006,MultnomahOR2006,OR,Multnomah,45542
2007,MultnomahOR2007,OR,Multnomah,48876
2008,MultnomahOR2008,OR,Multnomah,51372
2009,MultnomahOR2009,OR,Multnomah,50604
2010,MultnomahOR2010,OR,Multnomah,48018
2011,MultnomahOR2011,OR,Multnomah,46989
2012,MultnomahOR2012,OR,Multnomah,51580
2013,MultnomahOR2013,OR,Multnomah,53624
2014,MultnomahOR2014,OR,Multnomah,53519
2015,MultnomahOR2015,OR,Multnomah,58764
2016,MultnomahOR2016,OR,Multnomah,62292
2017,MultnomahOR2017,OR,Multnomah,63587
2018,MultnomahOR2018,OR,Multnomah,70756
2019,MultnomahOR2019,OR,Multnomah,72469
1989,NewYorkNY1989,NY,NewYork,27667
1990,NewYorkNY1990,NY,NewYork,.
1991,NewYorkNY1991,NY,NewYork,.
1992,NewYorkNY1992,NY,NewYork,.
1993,NewYorkNY1993,NY,NewYork,31962
1994,NewYorkNY1994,NY,NewYork,.
1995,NewYorkNY1995,NY,NewYork,34405
1996,NewYorkNY1996,NY,NewYork,.
1997,NewYorkNY1997,NY,NewYork,38224
1998,NewYorkNY1998,NY,NewYork,41590
1999,NewYorkNY1999,NY,NewYork,42436
2000,NewYorkNY2000,NY,NewYork,44085
2001,NewYorkNY2001,NY,NewYork,42732
2002,NewYorkNY2002,NY,NewYork,43239
2003,NewYorkNY2003,NY,NewYork,43930
2004,NewYorkNY2004,NY,NewYork,45290
2005,NewYorkNY2005,NY,NewYork,55561
2006,NewYorkNY2006,NY,NewYork,59542
2007,NewYorkNY2007,NY,NewYork,63704
2008,NewYorkNY2008,NY,NewYork,68402
2009,NewYorkNY2009,NY,NewYork,68295
2010,NewYorkNY2010,NY,NewYork,63188
2011,NewYorkNY2011,NY,NewYork,65833
2012,NewYorkNY2012,NY,NewYork,66739
2013,NewYorkNY2013,NY,NewYork,71443
2014,NewYorkNY2014,NY,NewYork,75459
2015,NewYorkNY2015,NY,NewYork,75136
2016,NewYorkNY2016,NY,NewYork,77214
2017,NewYorkNY2017,NY,NewYork,84133
2018,NewYorkNY2018,NY,NewYork,84610
2019,NewYorkNY2019,NY,NewYork,93007
1989,OrangeCA1989,CA,Orange,39592
1990,OrangeCA1990,CA,Orange,.
1991,OrangeCA1991,CA,Orange,.
1992,OrangeCA1992,CA,Orange,.
1993,OrangeCA1993,CA,Orange,45116
1994,OrangeCA1994,CA,Orange,.
1995,OrangeCA1995,CA,Orange,48701
1996,OrangeCA1996,CA,Orange,.
1997,OrangeCA1997,CA,Orange,49583
1998,OrangeCA1998,CA,Orange,50986
1999,OrangeCA1999,CA,Orange,52129
2000,OrangeCA2000,CA,Orange,55654
2001,OrangeCA2001,CA,Orange,55994
2002,OrangeCA2002,CA,Orange,55992
2003,OrangeCA2003,CA,Orange,55909
2004,OrangeCA2004,CA,Orange,58605
2005,OrangeCA2005,CA,Orange,65823
2006,OrangeCA2006,CA,Orange,70109
2007,OrangeCA2007,CA,Orange,73107
2008,OrangeCA2008,CA,Orange,74862
2009,OrangeCA2009,CA,Orange,71735
2010,OrangeCA2010,CA,Orange,70727
2011,OrangeCA2011,CA,Orange,72046
2012,OrangeCA2012,CA,Orange,71866
2013,OrangeCA2013,CA,Orange,73827
2014,OrangeCA2014,CA,Orange,76061
2015,OrangeCA2015,CA,Orange,78002
2016,OrangeCA2016,CA,Orange,81642
2017,OrangeCA2017,CA,Orange,86031
2018,OrangeCA2018,CA,Orange,89373
2019,OrangeCA2019,CA,Orange,95761
1989,PhiladelphiaPA1989,PA,Philadelphia,22589
1990,PhiladelphiaPA1990,PA,Philadelphia,.
1991,PhiladelphiaPA1991,PA,Philadelphia,.
1992,PhiladelphiaPA1992,PA,Philadelphia,.
1993,PhiladelphiaPA1993,PA,Philadelphia,24716
1994,PhiladelphiaPA1994,PA,Philadelphia,.
1995,PhiladelphiaPA1995,PA,Philadelphia,26854
1996,PhiladelphiaPA1996,PA,Philadelphia,.
1997,PhiladelphiaPA1997,PA,Philadelphia,28897
1998,PhiladelphiaPA1998,PA,Philadelphia,29560
1999,PhiladelphiaPA1999,PA,Philadelphia,29210
2000,PhiladelphiaPA2000,PA,Philadelphia,30720
2001,PhiladelphiaPA2001,PA,Philadelphia,29946
2002,PhiladelphiaPA2002,PA,Philadelphia,29540
2003,PhiladelphiaPA2003,PA,Philadelphia,30517
2004,PhiladelphiaPA2004,PA,Philadelphia,30892
2005,PhiladelphiaPA2005,PA,Philadelphia,32671
2006,PhiladelphiaPA2006,PA,Philadelphia,33368
2007,PhiladelphiaPA2007,PA,Philadelphia,35431
2008,PhiladelphiaPA2008,PA,Philadelphia,37090
2009,PhiladelphiaPA2009,PA,Philadelphia,36959
2010,PhiladelphiaPA2010,PA,Philadelphia,34667
2011,PhiladelphiaPA2011,PA,Philadelphia,34433
2012,PhiladelphiaPA2012,PA,Philadelphia,35518
2013,PhiladelphiaPA2013,PA,Philadelphia,36918
2014,PhiladelphiaPA2014,PA,Philadelphia,39037
2015,PhiladelphiaPA2015,PA,Philadelphia,41210
2016,PhiladelphiaPA2016,PA,Philadelphia,41514
2017,PhiladelphiaPA2017,PA,Philadelphia,40193
2018,PhiladelphiaPA2018,PA,Philadelphia,46149
2019,PhiladelphiaPA2019,PA,Philadelphia,47598
1989,PierceWA1989,WA,Pierce,28425
1990,PierceWA1990,WA,Pierce,.
1991,PierceWA1991,WA,Pierce,.
1992,PierceWA1992,WA,Pierce,.
1993,PierceWA1993,WA,Pierce,34344
1994,PierceWA1994,WA,Pierce,.
1995,PierceWA1995,WA,Pierce,37006
1996,PierceWA1996,WA,Pierce,.
1997,PierceWA1997,WA,Pierce,41853
1998,PierceWA1998,WA,Pierce,44389
1999,PierceWA1999,WA,Pierce,44119
2000,PierceWA2000,WA,Pierce,46222
2001,PierceWA2001,WA,Pierce,45337
2002,PierceWA2002,WA,Pierce,46791
2003,PierceWA2003,WA,Pierce,48205
2004,PierceWA2004,WA,Pierce,49790
2005,PierceWA2005,WA,Pierce,49636
2006,PierceWA2006,WA,Pierce,53789
2007,PierceWA2007,WA,Pierce,55680
2008,PierceWA2008,WA,Pierce,58133
2009,PierceWA2009,WA,Pierce,55941
2010,PierceWA2010,WA,Pierce,56446
2011,PierceWA2011,WA,Pierce,55215
2012,PierceWA2012,WA,Pierce,57542
2013,PierceWA2013,WA,Pierce,57619
2014,PierceWA2014,WA,Pierce,60397
2015,PierceWA2015,WA,Pierce,60168
2016,PierceWA2016,WA,Pierce,64312
2017,PierceWA2017,WA,Pierce,69027
2018,PierceWA2018,WA,Pierce,75022
2019,PierceWA2019,WA,Pierce,78779
1989,PimaAZ1989,AZ,Pima,24839
1990,PimaAZ1990,AZ,Pima,.
1991,PimaAZ1991,AZ,Pima,.
1992,PimaAZ1992,AZ,Pima,.
1993,PimaAZ1993,AZ,Pima,28704
1994,PimaAZ1994,AZ,Pima,.
1995,PimaAZ1995,AZ,Pima,30832
1996,PimaAZ1996,AZ,Pima,.
1997,PimaAZ1997,AZ,Pima,32544
1998,PimaAZ1998,AZ,Pima,34049
1999,PimaAZ1999,AZ,Pima,34835
2000,PimaAZ2000,AZ,Pima,37461
2001,PimaAZ2001,AZ,Pima,36938
2002,PimaAZ2002,AZ,Pima,36936
2003,PimaAZ2003,AZ,Pima,37540
2004,PimaAZ2004,AZ,Pima,38687
2005,PimaAZ2005,AZ,Pima,41484
2006,PimaAZ2006,AZ,Pima,43002
2007,PimaAZ2007,AZ,Pima,43721
2008,PimaAZ2008,AZ,Pima,46653
2009,PimaAZ2009,AZ,Pima,43243
2010,PimaAZ2010,AZ,Pima,44293
2011,PimaAZ2011,AZ,Pima,44102
2012,PimaAZ2012,AZ,Pima,44745
2013,PimaAZ2013,AZ,Pima,43926
2014,PimaAZ2014,AZ,Pima,45871
2015,PimaAZ2015,AZ,Pima,47107
2016,PimaAZ2016,AZ,Pima,47644
2017,PimaAZ2017,AZ,Pima,51392
2018,PimaAZ2018,AZ,Pima,53395
2019,PimaAZ2019,AZ,Pima,56150
1989,RiversideCA1989,CA,Riverside,30192
1990,RiversideCA1990,CA,Riverside,.
1991,RiversideCA1991,CA,Riverside,.
1992,RiversideCA1992,CA,Riverside,.
1993,RiversideCA1993,CA,Riverside,34226
1994,RiversideCA1994,CA,Riverside,.
1995,RiversideCA1995,CA,Riverside,36189
1996,RiversideCA1996,CA,Riverside,.
1997,RiversideCA1997,CA,Riverside,36368
1998,RiversideCA1998,CA,Riverside,39428
1999,RiversideCA1999,CA,Riverside,40229
2000,RiversideCA2000,CA,Riverside,43558
2001,RiversideCA2001,CA,Riverside,42640
2002,RiversideCA2002,CA,Riverside,42929
2003,RiversideCA2003,CA,Riverside,44598
2004,RiversideCA2004,CA,Riverside,46885
2005,RiversideCA2005,CA,Riverside,52029
2006,RiversideCA2006,CA,Riverside,53269
2007,RiversideCA2007,CA,Riverside,57736
2008,RiversideCA2008,CA,Riverside,57590
2009,RiversideCA2009,CA,Riverside,55151
2010,RiversideCA2010,CA,Riverside,53981
2011,RiversideCA2011,CA,Riverside,52491
2012,RiversideCA2012,CA,Riverside,52416
2013,RiversideCA2013,CA,Riverside,53909
2014,RiversideCA2014,CA,Riverside,56877
2015,RiversideCA2015,CA,Riverside,57895
2016,RiversideCA2016,CA,Riverside,59951
2017,RiversideCA2017,CA,Riverside,63776
2018,RiversideCA2018,CA,Riverside,66793
2019,RiversideCA2019,CA,Riverside,72905
1989,SaltLakeUT1989,UT,SaltLake,30997
1990,SaltLakeUT1990,UT,SaltLake,.
1991,SaltLakeUT1991,UT,SaltLake,.
1992,SaltLakeUT1992,UT,SaltLake,.
1993,SaltLakeUT1993,UT,SaltLake,37085
1994,SaltLakeUT1994,UT,SaltLake,.
1995,SaltLakeUT1995,UT,SaltLake,40420
1996,SaltLakeUT1996,UT,SaltLake,.
1997,SaltLakeUT1997,UT,SaltLake,44118
1998,SaltLakeUT1998,UT,SaltLake,45484
1999,SaltLakeUT1999,UT,SaltLake,46183
2000,SaltLakeUT2000,UT,SaltLake,48688
2001,SaltLakeUT2001,UT,SaltLake,48348
2002,SaltLakeUT2002,UT,SaltLake,47892
2003,SaltLakeUT2003,UT,SaltLake,49076
2004,SaltLakeUT2004,UT,SaltLake,50420
2005,SaltLakeUT2005,UT,SaltLake,48398
2006,SaltLakeUT2006,UT,SaltLake,52951
2007,SaltLakeUT2007,UT,SaltLake,56378
2008,SaltLakeUT2008,UT,SaltLake,59168
2009,SaltLakeUT2009,UT,SaltLake,56954
2010,SaltLakeUT2010,UT,SaltLake,56664
2011,SaltLakeUT2011,UT,SaltLake,56166
2012,SaltLakeUT2012,UT,SaltLake,58743
2013,SaltLakeUT2013,UT,SaltLake,61716
2014,SaltLakeUT2014,UT,SaltLake,62536
2015,SaltLakeUT2015,UT,SaltLake,65549
2016,SaltLakeUT2016,UT,SaltLake,68404
2017,SaltLakeUT2017,UT,SaltLake,71396
2018,SaltLakeUT2018,UT,SaltLake,73619
2019,SaltLakeUT2019,UT,SaltLake,79941
1989,SanBernardinoCA1989,CA,SanBernardino,30550
1990,SanBernardinoCA1990,CA,SanBernardino,.
1991,SanBernardinoCA1991,CA,SanBernardino,.
1992,SanBernardinoCA1992,CA,SanBernardino,.
1993,SanBernardinoCA1993,CA,SanBernardino,34397
1994,SanBernardinoCA1994,CA,SanBernardino,.
1995,SanBernardinoCA1995,CA,SanBernardino,35725
1996,SanBernardinoCA1996,CA,SanBernardino,.
1997,SanBernardinoCA1997,CA,SanBernardino,36876
1998,SanBernardinoCA1998,CA,SanBernardino,38225
1999,SanBernardinoCA1999,CA,SanBernardino,38497
2000,SanBernardinoCA2000,CA,SanBernardino,40950
2001,SanBernardinoCA2001,CA,SanBernardino,40672
2002,SanBernardinoCA2002,CA,SanBernardino,41583
2003,SanBernardinoCA2003,CA,SanBernardino,43294
2004,SanBernardinoCA2004,CA,SanBernardino,43179
2005,SanBernardinoCA2005,CA,SanBernardino,48761
2006,SanBernardinoCA2006,CA,SanBernardino,52686
2007,SanBernardinoCA2007,CA,SanBernardino,55995
2008,SanBernardinoCA2008,CA,SanBernardino,54768
2009,SanBernardinoCA2009,CA,SanBernardino,52137
2010,SanBernardinoCA2010,CA,SanBernardino,52270
2011,SanBernardinoCA2011,CA,SanBernardino,51017
2012,SanBernardinoCA2012,CA,SanBernardino,50603
2013,SanBernardinoCA2013,CA,SanBernardino,52112
2014,SanBernardinoCA2014,CA,SanBernardino,51951
2015,SanBernardinoCA2015,CA,SanBernardino,53526
2016,SanBernardinoCA2016,CA,SanBernardino,56194
2017,SanBernardinoCA2017,CA,SanBernardino,60270
2018,SanBernardinoCA2018,CA,SanBernardino,63310
2019,SanBernardinoCA2019,CA,SanBernardino,67398
1989,SanDiegoCA1989,CA,SanDiego,31627
1990,SanDiegoCA1990,CA,SanDiego,.
1991,SanDiegoCA1991,CA,SanDiego,.
1992,SanDiegoCA1992,CA,SanDiego,.
1993,SanDiegoCA1993,CA,SanDiego,35648
1994,SanDiegoCA1994,CA,SanDiego,.
1995,SanDiegoCA1995,CA,SanDiego,37239
1996,SanDiegoCA1996,CA,SanDiego,.
1997,SanDiegoCA1997,CA,SanDiego,39427
1998,SanDiegoCA1998,CA,SanDiego,41909
1999,SanDiegoCA1999,CA,SanDiego,44009
2000,SanDiegoCA2000,CA,SanDiego,48363
2001,SanDiegoCA2001,CA,SanDiego,47944
2002,SanDiegoCA2002,CA,SanDiego,47867
2003,SanDiegoCA2003,CA,SanDiego,48766
2004,SanDiegoCA2004,CA,SanDiego,51939
2005,SanDiegoCA2005,CA,SanDiego,56224
2006,SanDiegoCA2006,CA,SanDiego,59279
2007,SanDiegoCA2007,CA,SanDiego,61724
2008,SanDiegoCA2008,CA,SanDiego,62820
2009,SanDiegoCA2009,CA,SanDiego,60103
2010,SanDiegoCA2010,CA,SanDiego,59759
2011,SanDiegoCA2011,CA,SanDiego,59290
2012,SanDiegoCA2012,CA,SanDiego,60235
2013,SanDiegoCA2013,CA,SanDiego,61365
2014,SanDiegoCA2014,CA,SanDiego,66034
2015,SanDiegoCA2015,CA,SanDiego,67053
2016,SanDiegoCA2016,CA,SanDiego,70693
2017,SanDiegoCA2017,CA,SanDiego,76048
2018,SanDiegoCA2018,CA,SanDiego,78777
2019,SanDiegoCA2019,CA,SanDiego,83576
1989,SnohomishWA1989,WA,Snohomish,35875
1990,SnohomishWA1990,WA,Snohomish,.
1991,SnohomishWA1991,WA,Snohomish,.
1992,SnohomishWA1992,WA,Snohomish,.
1993,SnohomishWA1993,WA,Snohomish,42310
1994,SnohomishWA1994,WA,Snohomish,.
1995,SnohomishWA1995,WA,Snohomish,45651
1996,SnohomishWA1996,WA,Snohomish,.
1997,SnohomishWA1997,WA,Snohomish,49439
1998,SnohomishWA1998,WA,Snohomish,51560
1999,SnohomishWA1999,WA,Snohomish,51645
2000,SnohomishWA2000,WA,Snohomish,52654
2001,SnohomishWA2001,WA,Snohomish,51841
2002,SnohomishWA2002,WA,Snohomish,52083
2003,SnohomishWA2003,WA,Snohomish,52907
2004,SnohomishWA2004,WA,Snohomish,54584
2005,SnohomishWA2005,WA,Snohomish,54897
2006,SnohomishWA2006,WA,Snohomish,60032
2007,SnohomishWA2007,WA,Snohomish,65394
2008,SnohomishWA2008,WA,Snohomish,66706
2009,SnohomishWA2009,WA,Snohomish,64677
2010,SnohomishWA2010,WA,Snohomish,63391
2011,SnohomishWA2011,WA,Snohomish,63766
2012,SnohomishWA2012,WA,Snohomish,67068
2013,SnohomishWA2013,WA,Snohomish,67443
2014,SnohomishWA2014,WA,Snohomish,71890
2015,SnohomishWA2015,WA,Snohomish,76053
2016,SnohomishWA2016,WA,Snohomish,78582
2017,SnohomishWA2017,WA,Snohomish,82405
2018,SnohomishWA2018,WA,Snohomish,87096
2019,SnohomishWA2019,WA,Snohomish,89119
1989,SumterFL1989,FL,Sumter,17208
1990,SumterFL1990,FL,Sumter,.
1991,SumterFL1991,FL,Sumter,.
1992,SumterFL1992,FL,Sumter,.
1993,SumterFL1993,FL,Sumter,20055
1994,SumterFL1994,FL,Sumter,.
1995,SumterFL1995,FL,Sumter,24024
1996,SumterFL1996,FL,Sumter,.
1997,SumterFL1997,FL,Sumter,25601
1998,SumterFL1998,FL,Sumter,27360
1999,SumterFL1999,FL,Sumter,30090
2000,SumterFL2000,FL,Sumter,31730
2001,SumterFL2001,FL,Sumter,30559
2002,SumterFL2002,FL,Sumter,31673
2003,SumterFL2003,FL,Sumter,34044
2004,SumterFL2004,FL,Sumter,37523
2005,SumterFL2005,FL,Sumter,36194
2006,SumterFL2006,FL,Sumter,42459
2007,SumterFL2007,FL,Sumter,42828
2008,SumterFL2008,FL,Sumter,48106
2009,SumterFL2009,FL,Sumter,46586
2010,SumterFL2010,FL,Sumter,45165
2011,SumterFL2011,FL,Sumter,44595
2012,SumterFL2012,FL,Sumter,47017
2013,SumterFL2013,FL,Sumter,52670
2014,SumterFL2014,FL,Sumter,51907
2015,SumterFL2015,FL,Sumter,54592
2016,SumterFL2016,FL,Sumter,56568
2017,SumterFL2017,FL,Sumter,57931
2018,SumterFL2018,FL,Sumter,55324
2019,SumterFL2019,FL,Sumter,63464
1989,TarrantTX1989,TX,Tarrant,32247
1990,TarrantTX1990,TX,Tarrant,.
1991,TarrantTX1991,TX,Tarrant,.
1992,TarrantTX1992,TX,Tarrant,.
1993,TarrantTX1993,TX,Tarrant,37866
1994,TarrantTX1994,TX,Tarrant,.
1995,TarrantTX1995,TX,Tarrant,41003
1996,TarrantTX1996,TX,Tarrant,.
1997,TarrantTX1997,TX,Tarrant,42927
1998,TarrantTX1998,TX,Tarrant,44669
1999,TarrantTX1999,TX,Tarrant,45610
2000,TarrantTX2000,TX,Tarrant,48473
2001,TarrantTX2001,TX,Tarrant,47941
2002,TarrantTX2002,TX,Tarrant,47784
2003,TarrantTX2003,TX,Tarrant,47805
2004,TarrantTX2004,TX,Tarrant,48805
2005,TarrantTX2005,TX,Tarrant,49167
2006,TarrantTX2006,TX,Tarrant,51826
2007,TarrantTX2007,TX,Tarrant,53518
2008,TarrantTX2008,TX,Tarrant,56265
2009,TarrantTX2009,TX,Tarrant,53757
2010,TarrantTX2010,TX,Tarrant,52482
2011,TarrantTX2011,TX,Tarrant,52882
2012,TarrantTX2012,TX,Tarrant,56030
2013,TarrantTX2013,TX,Tarrant,56906
2014,TarrantTX2014,TX,Tarrant,58127
2015,TarrantTX2015,TX,Tarrant,60735
2016,TarrantTX2016,TX,Tarrant,61553
2017,TarrantTX2017,TX,Tarrant,65021
2018,TarrantTX2018,TX,Tarrant,66059
2019,TarrantTX2019,TX,Tarrant,70130
1989,TravisTX1989,TX,Travis,27472
1990,TravisTX1990,TX,Travis,.
1991,TravisTX1991,TX,Travis,.
1992,TravisTX1992,TX,Travis,.
1993,TravisTX1993,TX,Travis,34414
1994,TravisTX1994,TX,Travis,.
1995,TravisTX1995,TX,Travis,38368
1996,TravisTX1996,TX,Travis,.
1997,TravisTX1997,TX,Travis,40250
1998,TravisTX1998,TX,Travis,43489
1999,TravisTX1999,TX,Travis,45437
2000,TravisTX2000,TX,Travis,48406
2001,TravisTX2001,TX,Travis,47858
2002,TravisTX2002,TX,Travis,46543
2003,TravisTX2003,TX,Travis,45314
2004,TravisTX2004,TX,Travis,45288
2005,TravisTX2005,TX,Travis,48199
2006,TravisTX2006,TX,Travis,50825
2007,TravisTX2007,TX,Travis,53209
2008,TravisTX2008,TX,Travis,55650
2009,TravisTX2009,TX,Travis,53434
2010,TravisTX2010,TX,Travis,51905
2011,TravisTX2011,TX,Travis,53303
2012,TravisTX2012,TX,Travis,57293
2013,TravisTX2013,TX,Travis,60372
2014,TravisTX2014,TX,Travis,61779
2015,TravisTX2015,TX,Travis,65244
2016,TravisTX2016,TX,Travis,70068
2017,TravisTX2017,TX,Travis,72785
2018,TravisTX2018,TX,Travis,76255
2019,TravisTX2019,TX,Travis,80690
1989,UtahUT1989,UT,Utah,27318
1990,UtahUT1990,UT,Utah,.
1991,UtahUT1991,UT,Utah,.
1992,UtahUT1992,UT,Utah,.
1993,UtahUT1993,UT,Utah,32662
1994,UtahUT1994,UT,Utah,.
1995,UtahUT1995,UT,Utah,39285
1996,UtahUT1996,UT,Utah,.
1997,UtahUT1997,UT,Utah,41509
1998,UtahUT1998,UT,Utah,42419
1999,UtahUT1999,UT,Utah,44178
2000,UtahUT2000,UT,Utah,47499
2001,UtahUT2001,UT,Utah,46198
2002,UtahUT2002,UT,Utah,45773
2003,UtahUT2003,UT,Utah,46428
2004,UtahUT2004,UT,Utah,47544
2005,UtahUT2005,UT,Utah,47718
2006,UtahUT2006,UT,Utah,50661
2007,UtahUT2007,UT,Utah,57133
2008,UtahUT2008,UT,Utah,59701
2009,UtahUT2009,UT,Utah,57471
2010,UtahUT2010,UT,Utah,54385
2011,UtahUT2011,UT,Utah,58077
2012,UtahUT2012,UT,Utah,58167
2013,UtahUT2013,UT,Utah,60069
2014,UtahUT2014,UT,Utah,60957
2015,UtahUT2015,UT,Utah,65425
2016,UtahUT2016,UT,Utah,69568
2017,UtahUT2017,UT,Utah,70461
2018,UtahUT2018,UT,Utah,75296
2019,UtahUT2019,UT,Utah,79505
1989,WasatchUT1989,UT,Wasatch,27460
1990,WasatchUT1990,UT,Wasatch,.
1991,WasatchUT1991,UT,Wasatch,.
1992,WasatchUT1992,UT,Wasatch,.
1993,WasatchUT1993,UT,Wasatch,34570
1994,WasatchUT1994,UT,Wasatch,.
1995,WasatchUT1995,UT,Wasatch,41045
1996,WasatchUT1996,UT,Wasatch,.
1997,WasatchUT1997,UT,Wasatch,42998
1998,WasatchUT1998,UT,Wasatch,44558
1999,WasatchUT1999,UT,Wasatch,47718
2000,WasatchUT2000,UT,Wasatch,50313
2001,WasatchUT2001,UT,Wasatch,49629
2002,WasatchUT2002,UT,Wasatch,50615
2003,WasatchUT2003,UT,Wasatch,51180
2004,WasatchUT2004,UT,Wasatch,53661
2005,WasatchUT2005,UT,Wasatch,54340
2006,WasatchUT2006,UT,Wasatch,58359
2007,WasatchUT2007,UT,Wasatch,60888
2008,WasatchUT2008,UT,Wasatch,64238
2009,WasatchUT2009,UT,Wasatch,61609
2010,WasatchUT2010,UT,Wasatch,61593
2011,WasatchUT2011,UT,Wasatch,56379
2012,WasatchUT2012,UT,Wasatch,62014
2013,WasatchUT2013,UT,Wasatch,64423
2014,WasatchUT2014,UT,Wasatch,65207
2015,WasatchUT2015,UT,Wasatch,75112
2016,WasatchUT2016,UT,Wasatch,73077
2017,WasatchUT2017,UT,Wasatch,83344
2018,WasatchUT2018,UT,Wasatch,85380
2019,WasatchUT2019,UT,Wasatch,92136
1989,WashingtonOR1989,OR,Washington,36115
1990,WashingtonOR1990,OR,Washington,.
1991,WashingtonOR1991,OR,Washington,.
1992,WashingtonOR1992,OR,Washington,.
1993,WashingtonOR1993,OR,Washington,42298
1994,WashingtonOR1994,OR,Washington,.
1995,WashingtonOR1995,OR,Washington,46835
1996,WashingtonOR1996,OR,Washington,.
1997,WashingtonOR1997,OR,Washington,49753
1998,WashingtonOR1998,OR,Washington,51775
1999,WashingtonOR1999,OR,Washington,52032
2000,WashingtonOR2000,OR,Washington,55139
2001,WashingtonOR2001,OR,Washington,54444
2002,WashingtonOR2002,OR,Washington,53891
2003,WashingtonOR2003,OR,Washington,54184
2004,WashingtonOR2004,OR,Washington,55933
2005,WashingtonOR2005,OR,Washington,53835
2006,WashingtonOR2006,OR,Washington,59456
2007,WashingtonOR2007,OR,Washington,61721
2008,WashingtonOR2008,OR,Washington,65576
2009,WashingtonOR2009,OR,Washington,61022
2010,WashingtonOR2010,OR,Washington,60555
2011,WashingtonOR2011,OR,Washington,62463
2012,WashingtonOR2012,OR,Washington,63566
2013,WashingtonOR2013,OR,Washington,63632
2014,WashingtonOR2014,OR,Washington,66315
2015,WashingtonOR2015,OR,Washington,70417
2016,WashingtonOR2016,OR,Washington,75577
2017,WashingtonOR2017,OR,Washington,80845
2018,WashingtonOR2018,OR,Washington,82819
2019,WashingtonOR2019,OR,Washington,85665
1989,WashoeNV1989,NV,Washoe,30472
1990,WashoeNV1990,NV,Washoe,.
1991,WashoeNV1991,NV,Washoe,.
1992,WashoeNV1992,NV,Washoe,.
1993,WashoeNV1993,NV,Washoe,35543
1994,WashoeNV1994,NV,Washoe,.
1995,WashoeNV1995,NV,Washoe,38722
1996,WashoeNV1996,NV,Washoe,.
1997,WashoeNV1997,NV,Washoe,42070
1998,WashoeNV1998,NV,Washoe,43750
1999,WashoeNV1999,NV,Washoe,44678
2000,WashoeNV2000,NV,Washoe,49431
2001,WashoeNV2001,NV,Washoe,49482
2002,WashoeNV2002,NV,Washoe,49957
2003,WashoeNV2003,NV,Washoe,50155
2004,WashoeNV2004,NV,Washoe,50167
2005,WashoeNV2005,NV,Washoe,49200
2006,WashoeNV2006,NV,Washoe,52406
2007,WashoeNV2007,NV,Washoe,54524
2008,WashoeNV2008,NV,Washoe,57355
2009,WashoeNV2009,NV,Washoe,53036
2010,WashoeNV2010,NV,Washoe,50839
2011,WashoeNV2011,NV,Washoe,50910
2012,WashoeNV2012,NV,Washoe,49449
2013,WashoeNV2013,NV,Washoe,53565
2014,WashoeNV2014,NV,Washoe,52862
2015,WashoeNV2015,NV,Washoe,56457
2016,WashoeNV2016,NV,Washoe,58253
2017,WashoeNV2017,NV,Washoe,61506
2018,WashoeNV2018,NV,Washoe,63636
2019,WashoeNV2019,NV,Washoe,71733
1989,WilliamsND1989,ND,Williams,26078
1990,WilliamsND1990,ND,Williams,.
1991,WilliamsND1991,ND,Williams,.
1992,WilliamsND1992,ND,Williams,.
1993,WilliamsND1993,ND,Williams,28930
1994,WilliamsND1994,ND,Williams,.
1995,WilliamsND1995,ND,Williams,30123
1996,WilliamsND1996,ND,Williams,.
1997,WilliamsND1997,ND,Williams,33249
1998,WilliamsND1998,ND,Williams,32806
1999,WilliamsND1999,ND,Williams,31860
2000,WilliamsND2000,ND,Williams,33500
2001,WilliamsND2001,ND,Williams,33570
2002,WilliamsND2002,ND,Williams,34145
2003,WilliamsND2003,ND,Williams,36452
2004,WilliamsND2004,ND,Williams,38115
2005,WilliamsND2005,ND,Williams,39921
2006,WilliamsND2006,ND,Williams,40383
2007,WilliamsND2007,ND,Williams,48919
2008,WilliamsND2008,ND,Williams,50303
2009,WilliamsND2009,ND,Williams,53958
2010,WilliamsND2010,ND,Williams,56689
2011,WilliamsND2011,ND,Williams,67492
2012,WilliamsND2012,ND,Williams,79265
2013,WilliamsND2013,ND,Williams,84237
2014,WilliamsND2014,ND,Williams,86354
2015,WilliamsND2015,ND,Williams,89860
2016,WilliamsND2016,ND,Williams,81719
2017,WilliamsND2017,ND,Williams,80161
2018,WilliamsND2018,ND,Williams,79354
2019,WilliamsND2019,ND,Williams,84606
