Homeowner Vacancy Rates for the 75 Largest Metropolitan Statistical Areas: 1986 to 2004,,,,,,,,,,,,,,,,,,,,,,
"Cleveland-Lorain-Elyria, OH\2...............................................",1.3,0.9,1.0,0.4,0.4,1.0,0.8,0.9,0.7,0.7,1.2,1.4,0.9 ,1.2 ,1.6 ,1.1 ,1.3 ,1.0 ,1.4 ,1.4 ,1.7 ,2.4 
"Columbus, OH..............................................................................",1.9,1.0,0.8,1.2,1.2,1.1,1.3,1.1,1.5,1.5,1,1.1,1.2 ,1.1 ,2.0 ,1.2 ,1.3 ,2.2 ,2.1 ,2.1 ,1.5 ,2.1 
"Dallas, TX.....................................................................................",2.1,3.7,3.9,3.9,4.1,2.1,2,1.7,1.7,1.7,2.2,2.2,1.7 ,1.4 ,1.7 ,2.9 ,1.5 ,2.0 ,1.4 ,1.4 ,2.0 ,2.1 
"Dayton-Springfield, OH...........................................................",1.4,2.2,1.4,1.3,1.3,0.9,1,2.1,2.2,2.2,1.9,1.7,0.7 ,1.3 ,1.9 ,2.3 ,1.6 ,0.9 ,2.5 ,2.5 ,3.4 ,1.9 
"Denver, CO...................................................................................",2.4,2.7,2.0,3.7,3.7,2.6,1.5,1.9,1.3,1.2,1,0.4,0.9 ,0.7 ,0.9 ,0.8 ,2.1 ,1.8 ,2.5 ,2.4 ,1.8 ,2.9 
"Detroit, MI......................................................................................",0.5,0.8,0.8,1.0,1.0,1.0,1,1.1,0.9,0.8,0.7,0.9,0.6 ,0.9 ,0.6 ,0.9 ,1.1 ,1.5 ,1.9 ,1.9 ,1.6 ,2.2 
"Fresno, CA...................................................................................",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.4,2.5 ,3.0 ,3.2 ,1.5 ,1.1 ,1.0 ,1.1 ,1.1 ,1.4 ,0.6 
"Ft. Lauderdale, FL\3................................................................",2.1,1.7,2.4,1.7,2.0,2.3,2.4,1.9,3.1,3.2,1.6,1.5,2.5 ,3.5 ,2.9 ,2.9 ,3.1 ,2.4 ,2.5 ,2.4 ,1.5 ,1.4 
"Ft. Worth-Arlington, TX................................................................",2.0,2.5,3.5,3.4,3.4,4.6,2.6,1,2.5,2.6,2.7,2.3,0.8 ,0.8 ,0.8 ,1.4 ,1.7 ,0.7 ,1.5 ,1.5 ,1.4 ,1.3 
"Grand Rapids-Muskegon-Holland, MI.......................",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.4,1.2 ,0.9 ,1.0 ,0.7 ,1.2 ,1.3 ,0.6 ,0.6 ,1.0 ,1.9 
"Greensboro-Winston Salem-High Point, NC....................",0.7,1.5,1.3,1.9,1.9,1.9,2.1,1.9,1.3,1.3,1.1,1,0.8 ,1.0 ,0.7 ,1.4 ,2.0 ,2.3 ,2.3 ,2.2 ,2.3 ,2.4 
"Greenville-Spartanburg-Anderson, SC.............................",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,1.5 ,1.0 ,1.9 ,2.7 ,1.3 ,1.5 ,3.0 ,3.0 ,2.5 ,2.1 
"Hartford, CT..............................................................................",0.2,0.7,0.9,3.7,3.7,2.9,2,1.8,0.7,0.7,1.9,1,0.8 ,1.8 ,0.3 ,1.7 ,0.8 ,1.1 ,2.2 ,2.2 ,2.3 ,1.4 
"Honolulu, HI....................................................................................",0.9,1.1,0.5,0.7,0.7,0.7,0.9,0.9,1.3,1.3,1.4,1.8,1.3 ,1.3 ,0.9 ,1.2 ,0.7 ,0.6 ,1.0 ,1.0 ,0.9 ,1.1 
"Houston, TX...................................................................................",3.7,3.4,2.3,2.4,2.4,2.1,3.2,1.6,2,2,1.7,1.7,1.2 ,1.4 ,1.7 ,0.8 ,1.3 ,1.3 ,1.1 ,1.1 ,1.9 ,3.1 
"Indianapolis, IN..........................................................................",3.4,1.9,0.8,1.0,1.0,1.3,1.5,2.3,2.2,2.2,0.6,1.6,1.8 ,2.3 ,2.4 ,1.5 ,1.0 ,2.4 ,3.1 ,3.0 ,2.2 ,4.5 
"Jacksonville, FL.............................................................................",1.9,1.6,1.3,1.9,1.9,2.6,3.1,2.1,2.8,2.9,2.7,2.7,2.5 ,1.9 ,1.3 ,1.6 ,0.5 ,0.6 ,0.9 ,0.8 ,4.8 ,3.4 
"Kansas City, MO-KS...................................................................",1.1,1.0,1.5,0.9,0.9,1.4,1.6,1.4,0.6,0.6,0.7,2,1.2 ,0.6 ,1.5 ,0.8 ,2.1 ,2.0 ,1.3 ,1.3 ,2.4 ,1.9 
"Las Vegas, NV............................................................................",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.9,1.7 ,2.5 ,2.3 ,2.7 ,2.4 ,2.0 ,2.3 ,2.1 ,2.2 ,3.2 
"Los Angeles-Long Beach, CA...............................................",1.0,0.7,0.9,0.9,0.9,1.6,1.4,1.6,1.4,1.4,1.7,2.5,2.5 ,2.0 ,1.9 ,1.8 ,1.6 ,1.2 ,0.8 ,0.8 ,0.8 ,0.9 
"Louisville, KY-IN...........................................................................",1.4,1.9,2.0,0.4,0.7,1.0,2,1,1.3,1.3,0.3,0.7,1.3 ,1.0 ,1.4 ,0.3 ,1.5 ,1.1 ,1.7 ,1.8 ,0.7 ,2.1 
"Memphis, TN-AR-MS................................................................",1.4,1.2,1.2,1.3,1.3,1.7,2.7,1,0.8,0.8,2.5,1.6,2.0 ,1.3 ,1.3 ,2.9 ,2.7 ,2.6 ,2.1 ,2.1 ,1.5 ,3.4 
"Miami, FL\4.....................................................................................",3.3,3.0,1.3,2.4,2.4,2.7,2.7,2,1,1,1.9,0.7,2.0 ,1.6 ,2.6 ,1.4 ,1.3 ,1.6 ,1.6 ,1.5 ,1.9 ,1.1 
"Middlesex-Somerset-Hunterdon, NJ....................................",0.5,0.7,1.4,1.5,1.9,1.7,0.6,1.1,2.2,2.2,0.9,0.9,1.2 ,2.4 ,1.1 ,0.7 ,0.7 ,0.7 ,1.1 ,1.1 ,1.6 ,0.5 
"Milwaukee-Waukesha, WI\5....................................................",1.8,0.6,0.7,0.8,0.8,0.9,0.7,0.7,1.4,1.4,1.1,1.7,1.1 ,0.1 ,1.0 ,0.9 ,1.2 ,1.0 ,1.4 ,1.4 ,0.8 ,1.1 
"Minneapolis-St. Paul, MN-WI...................................................",0.9,0.7,0.6,0.7,0.8,1.3,1.5,1.1,1.1,1.1,1.1,1.6,1.8 ,0.6 ,0.3 ,0.6 ,0.2 ,0.5 ,0.7 ,0.7 ,1.3 ,1.1 
"Monmouth-Ocean, NJ.................................................................",0.4,0.7,2.2,1.8,1.8,2.9,1.9,1.8,1.2,1.3,1.3,1.5,0.8 ,0.8 ,1.6 ,2.4 ,1.4 ,0.9 ,0.8 ,0.7 ,0.7 ,0.8 
"Nashville, TN................................................................................",0.9,0.3,2.9,1.5,1.5,2.4,1.9,1.3,0.7,0.7,1,1.1,0.7 ,1.1 ,1.8 ,1.3 ,1.4 ,2.3 ,2.0 ,2.0 ,2.5 ,1.7 
"Nassau-Suffolk, NY...................................................................",0.5,0.4,0.9,0.9,0.9,1.1,0.8,0.9,0.7,0.7,1.1,1.1,0.9 ,1.4 ,1.1 ,0.6 ,0.3 ,0.5 ,0.3 ,0.3 ,0.4 ,0.8 
"New Orleans, LA........................................................................",2.3,2.8,2.0,2.4,2.4,2.5,2.2,1.3,1.7,1.7,0.7,0.5,1.3 ,1.6 ,1.8 ,1.3 ,3.4 ,1.8 ,0.8 ,0.8 ,0.7 ,0.9 
"New York, NY...............................................................................",2.1,2.2,3.0,3.0,3.0,3.3,2.9,3.1,2.7,2.7,3.2,2.8,2.4 ,2.6 ,2.0 ,2.1 ,1.8 ,1.5 ,2.2 ,2.3 ,1.4 ,1.6 
"Newark, NJ..................................................................................",0.8,0.8,1.2,1.1,1.1,1.2,0.9,0.5,0.7,0.7,1.6,1.7,2.8 ,2.3 ,0.7 ,0.7 ,0.9 ,0.5 ,0.9 ,0.9 ,0.9 ,0.7 
"Norfolk-Virginia Beach-Newport News, VA....................",1.1,2.4,0.9,2.2,2.2,2.3,2.3,2.7,1.6,1.7,2.3,2.6,1.3 ,2.8 ,2.8 ,2.6 ,2.6 ,2.0 ,1.4 ,1.4 ,1.3 ,0.5 
"Oakland, CA...................................................................................",1.1,1.0,0.5,0.7,0.7,1.5,1.9,1.4,1,1.1,1.6,1.2,1.9 ,1.4 ,0.3 ,0.7 ,0.6 ,1.3 ,0.6 ,0.7 ,1.5 ,1.4 
"Oklahoma City, OK.......................................................................",6.3,4.3,2.1,4.1,4.4,2.7,1.7,3.1,2.2,2.2,1.3,1.7,0.7 ,1.5 ,1.5 ,2.3 ,1.6 ,1.9 ,2.3 ,2.3 ,1.5 ,2.0 
"Omaha, NE-IA........................................................................",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.7,1.0 ,0.6 ,0.9 ,1.2 ,1.8 ,1.4 ,0.8 ,0.8 ,0.9 ,0.9 
"Orange County, CA\6...................................................................",0.8,1.0,0.4,0.5,0.7,1.4,0.5,2.5,1.7,1.8,1.7,1.2,1.0 ,0.2 ,1.0 ,0.6 ,0.8 ,1.3 ,0.9 ,0.9 ,0.5 ,0.3 
"Orlando, FL.......................................................................................",2.2,1.5,2.0,3.4,4.5,1.9,1.6,2.2,2.8,2.9,2.3,2.2,2.4 ,2.3 ,1.9 ,1.9 ,2.4 ,1.1 ,1.4 ,1.4 ,2.2 ,1.6 
"Philadelphia, PA-NJ........................................................................",1.5,1.4,1.6,1.2,1.2,1.4,1.5,1.1,1.1,1.1,1.1,1.4,1.4 ,1.8 ,1.4 ,1.2 ,1.1 ,1.1 ,1.6 ,1.6 ,1.4 ,1.7 
"Phoenix-Mesa, AZ\7................................................................",2.2,4.6,2.7,2.8,3.3,2.2,2.2,2,1.4,1.4,1.6,1.8,1.0 ,1.8 ,2.5 ,1.7 ,1.4 ,2.4 ,2.4 ,2.3 ,2.0 ,1.6 
"Pittsburgh, PA...............................................................................",1.8,1.5,2.4,1.6,1.6,1.1,1,1.4,1.2,1.2,1.1,1.4,1.8 ,1.0 ,1.9 ,1.9 ,1.5 ,1.0 ,1.5 ,1.5 ,1.6 ,1.9 
"Portland-Vancouver, OR-WA\8..........................................",1.9,1.6,1.9,1.6,1.6,0.4,0.8,0.5,0.1,0.1,0.7,0.3,0.7 ,1.9 ,1.9 ,2.5 ,3.1 ,3.6 ,2.0 ,1.9 ,2.2 ,1.9 
"Providence-Fall River-Pawtucket, RI-MA...........................",0.5,1.3,1.2,0.7,1.1,1.5,1.3,1,1.5,1.6,1.7,2.4,1.4 ,1.0 ,1.4 ,0.9 ,1.0 ,0.7 ,0.5 ,0.5 ,1.0 ,0.7 
"Raleigh-Durham-Chapel Hill, NC.......................................",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.3,0.8 ,1.5 ,2.4 ,1.4 ,2.7 ,5.9 ,3.1 ,2.9 ,1.3 ,2.1 
"Richmond-Petersburg, VA.......................................................",0.8,0.1,1.8,1.8,1.8,2.1,4.2,4.4,1.3,1.3,2.3,0.9,2.1 ,3.2 ,3.2 ,2.8 ,1.4 ,0.6 ,1.0 ,1.0 ,1.3 ,1.4 
"Rochester, NY.............................................................................",0.5,2.6,2.2,1.5,1.5,1.4,0.4,0.8,0.9,0.9,1.6,0.7,1.0 ,2.5 ,2.2 ,1.1 ,1.1 ,3.0 ,1.1 ,1.1 ,0.9 ,1.1 
"Sacramento, CA..........................................................................",1.4,2.1,1.5,0.7,1.7,1.1,1.2,0.8,0.8,0.8,0.9,2,2.6 ,2.2 ,1.2 ,0.8 ,0.7 ,1.1 ,1.1 ,1.1 ,1.7 ,1.3 
"Salt Lake City-Ogden, UT.........................................................",1.7,2.2,2.1,1.6,1.6,1.8,1.6,0.9,0.4,0.4,0.6,1.3,1.0 ,0.6 ,1.7 ,1.5 ,1.6 ,1.9 ,1.6 ,1.5 ,3.0 ,1.5 
"San Antonio, TX..........................................................................",1.8,2.0,1.4,4.4,4.4,3.3,2.3,0.6,0.5,0.4,0.9,1.6,0.8 ,0.8 ,1.6 ,1.7 ,0.9 ,1.0 ,0.8 ,0.8 ,1.4 ,1.1 
"San Bernardino-Riverside, CA..............................................",1.1,3.3,3.0,1.5,1.5,3.2,4,3.9,2.5,2.6,4,3.3,3.4 ,3.4 ,3.1 ,3.0 ,2.1 ,1.2 ,1.7 ,1.8 ,1.5 ,0.6 
"San Diego, CA...............................................................................",1.3,1.7,0.7,1.2,1.4,2.8,2.7,3,2.3,2.4,2.1,1.6,1.4 ,1.4 ,2.4 ,1.5 ,0.7 ,0.7 ,2.0 ,2.1 ,1.3 ,1.5 
"San Francisco, CA....................................................................",1.2,0.5,0.4,0.9,0.9,3.0,1,2.6,1.8,1.9,1.7,0.9,0.5 ,0.5 ,0.4 ,0.1 ,0.0 ,0.2 ,1.1 ,1.1 ,1.2 ,1.0 
"San Jose, CA...............................................................................",1.4,0.5,0.6,0.6,0.9,1.4,0.9,2.2,0.7,0.8,1.4,1.2,1.7 ,0.5 ,0.1 ,0.1 ,0.5 ,1.2 ,0.9 ,0.9 ,2.3 ,0.4 
"Scranton-Wilkes-Barre-Hazelton, PA.................................................",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.4,1.5 ,2.8 ,2.6 ,2.7 ,2.2 ,0.7 ,0.2 ,0.2 ,1.6 ,0.7 
"Seattle-Bellevue-Everett, WA\9..............................................",1.1,1.0,1.0,0.8,0.8,0.5,1.1,1.3,0.9,0.9,0.5,1.1,0.9 ,1.1 ,0.7 ,1.5 ,0.8 ,0.9 ,1.4 ,1.4 ,1.5 ,1.2 
"St. Louis, MO-IL..........................................................................",0.8,1.5,2.6,2.5,2.5,2.0,2.3,2.1,2.4,2.4,2.4,2.7,2.2 ,1.4 ,1.0 ,1.3 ,1.2 ,1.6 ,1.6 ,1.7 ,2.2 ,3.1 
"Syracuse, NY.............................................................................",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.7,1.3 ,1.0 ,2.5 ,1.5 ,1.4 ,3.4 ,2.1 ,2.1 ,0.8 ,0.9 
"Tampa-St Petersburg-Clearwater, FL................................",2.3,2.5,2.1,2.6,3.2,2.4,4.3,3.5,3.4,3.5,3.2,1.6,2.6 ,2.1 ,2.6 ,2.5 ,1.6 ,2.0 ,1.9 ,1.9 ,1.8 ,1.7 
"Tucson, AZ.................................................................................",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3,1.2 ,1.9 ,1.9 ,1.5 ,1.6 ,0.9 ,1.5 ,1.4 ,1.9 ,1.4 
"Tulsa, OK...................................................................................",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.1,2.4 ,2.3 ,0.9 ,2.3 ,2.1 ,1.7 ,3.0 ,3.0 ,3.3 ,3.8 
"Ventura, CA...................................................................................",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,3.9,0.6 ,1.6 ,1.2 ,0.5 ,0.2 ,0.0 ,0.0 ,0.0 ,0.5 ,1.0 
"Washington, DC-MD-VA-WV\10...........................................",1.0,0.6,0.7,1.1,1.1,2.2,2.3,2,2.5,2.5,2.1,1.8,2.5 ,2.0 ,2.1 ,2.2 ,1.5 ,1.4 ,1.5 ,1.5 ,2.5 ,1.7 
"West Palm Beach-Boca Raton, FL....................................",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.2,2.3 ,3.5 ,3.0 ,2.7 ,1.9 ,2.0 ,0.9 ,0.8 ,1.3 ,0.3 
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
